id,sentence1,label
261,@user Interesting; my interpretation of the piece was that he was speaking tongue-in-cheek in relating his psychiatric condition to the gun qualifications to highlight the ironic and counter-intuitive nature of gun control laws. I thought it was a well balanced insider piece.,not-offensive
262,@user @user DOXX her.  See if she is as Lilly white as she puts on.,not-offensive
263,Sean Penn: #MeToo Movement Seeks to ‘Divide Men and Women’ &lt;— Gotta say… I stand w/ Jeff Spicoli on this one.  #MAGA #WWG1WGA #ConfirmKavanaugh,offensive
264,"@user @user I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""""""",not-offensive
265,@user @user Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?,not-offensive
266,@user Will antifa fill the streets when kavanaugh is confirmed,not-offensive
267,@user I see Antifa as a war on peaceful assembly,not-offensive
268,@user She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!,offensive
269,@user @user what?,not-offensive
270,The Trump Alert System in action. #Trump2020 #TRUMP2020 #MAGA,not-offensive
271,Exactly what the #LeftistLibTards wanted to happen. Try are a #Corrupt and #Miserable Party.,not-offensive
272,@user Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!,not-offensive
273,@user Gutiérrez you are a joke dress as an full,not-offensive
274,@user THE DEVIL MADE ME DO IT!!!!! THE UGLY FACE OF LIBERALS! I FEEL SORRY FOR THE INNOCENT HONEST ONES THAT ARE JUST BRAINWASHED!,offensive
275,@user No doubt progressive Nazi Antifa Liberal Democrats do.,not-offensive
276,Kavanaugh accuser Christine Ford opens door to testifying next week Looking forward to the book  #MAGA #DrainTheSwamp #TermLimits #DitchMitch #PeelPelosi ⁦@USER,not-offensive
277,@user This is dumb. An European government is allowed to make a decision that affects the entire planet. Also how would they even enforce this? Are they going to bug every computer in the world?,offensive
278,@user @user @user @user @user So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.,not-offensive
279,@user @user Why do liberals shout and hang their mouths open? Slack jaws.,not-offensive
280,@user @user @user @user That makes zero sense as you are conflating biogenic with non biogenic emission sources.,not-offensive
281,@user Ask @user she is there now!,not-offensive
282,@user I'll be looking for you on here election night...make sure you are on Twitter.,not-offensive
283,@user What are you afraid of liberals. You screamed for transparency!Now that POTUS is doing just that you are screaming to keep it secret.The truth is there. You don’t want it seen.Liberals are hypocrites &amp; the alphabet agencies have some bad apples involved in a soft coup. Tick Tock,offensive
284,@user @user Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊,not-offensive
285,@user @user The Gibraltar people will be hostages in the remaining #Brexit negotiations. Do @user or the @user care? Not a fig!,not-offensive
286,@user @user Pushed to my limits.,offensive
287,@user It's the ANTIFA gang!,not-offensive
288,@user @user @user @user @user Typical violent antifa... @user hooligans are stalking California causing mayhem.,not-offensive
289,@user @user @user @user @user @user @user @user @user The feeling is mutual sunshine!! You are probably #Antifa,not-offensive
290,"@user @user @user Name them. Who are these conservatives"""" who are driving this dump truck of yours, and when they were passionate about deficits. Name them. Who are they?""""",not-offensive
291,@user And how much is he being paid for this behavior?,not-offensive
292,@user @user Liberals don’t give a sh!t. They have no souls.,offensive
293,@user @user @user The Democrats are so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @user re-election is on the line she is desperate. The ppl &amp; GOP are quite aware of what is going on.,offensive
294,@user Hogg doesn't  have a clue about life .,not-offensive
295,@user The Liberals backed by the NDP corrupted Ontario's taxpayers with hedgefunders in Ontario and the USA. This is just the beginning of a process to expose these crimes and more is on the way.,not-offensive
296,@user @user You should investigate Antifa's connections to the Nazis.,not-offensive
297,@user @user this is all just another fraud put out by the democrats.this woman is lying to help her party.Nothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the SCOTUS.,offensive
298,@user Just focus on Price stats when he is behind the plate....😉,not-offensive
299,@user What the fuck game are you watching?,offensive
300,@user liberals have turned everything into a 3 ring circus.,not-offensive
301,@user @user Choosing heartless politician over your ancestors country.  Speaks volumes as to who you are.,offensive
302,@user @user So what is the problem you are trying to advise of? Can't quite understand what you are trying to say !,not-offensive
303,@user   the U.S. is tying to increase the cost of drugs in Canada and Conservatives are helping him,not-offensive
304,@user @user @user @user So you are ok with the racial epithats that the left calls black conservatives? #bigotry #hypocrisy #walkaway I did. Many have. Dont be blind. You are being a tool for a establishment. Keep resisting the outsider and be for the political elite millionaires.,offensive
305,@user Don’t worry your time will come play hard and listen the coach Frost he is a winner a championship coach🏈,not-offensive
306,@user @user Of course he is. He will be remembered for being the biggest hypocrite in history. They change the rules constantly. #GOPHypocrites,offensive
307,@user he probably gets paid to say that...with $$ and assurances that he won't be called an islamophobe---pfffft it's a fake word--justin is an IDIOT and he is destroying canada one refugee at a time,offensive
308,@user I'm telling yeah she is leading Steve on...   look howa she always likes all Steves tweets.    What a hooch,offensive
309,@user @user @user A few steps to pivot away from China - TPP: TRUMP Pacific Partnership! - Tell US companies to offshore to other countries - Ban products from China that include stolen Intellectual Property - No disclosing IP to do business in China #MAGA @user @user @user,not-offensive
310,@user Like Antifa?,not-offensive
311,@user Yess,not-offensive
312,@user You are an inspiration and fierce! #healthyliving,not-offensive
313,@user Yes. You are! 😄 And your passion for him is lovely...😊,not-offensive
314,@user This smells like another funding of George Soros. Follow the money 💴 trail.  That woman most likely never knew Judge Kavanaugh. liberals are running scared because The Judge has conservative Christians values. The man has an impeccable Portfolio. Finestine’s a dirty politician,offensive
